19,12,12,12,12,12,-1,-1,-1,-1,-1,-1,0,0,0,0
13,0,0,0,0,0,5,-1,-1,-1,-1,-1,0,0,0,0
13,0,0,0,0,0,5,-1,-1,-1,-1,-1,8,0,8,0
13,0,0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,0,0,0,0,0,9,-1,-1,-1,18,17,-1,23,20,-1
13,0,0,0,0,0,-1,-1,-1,-1,16,19,-1,21,22,-1
-1,4,4,8,8,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,0,0,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,0,0,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,11,0,9,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1
-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,15,-1,13,-1,-1
-1,-1,-1,-1,-1,-1,26,25,-1,-1,-1,-1,12,-1,-1,-1
-1,-1,-1,-1,-1,-1,24,27,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
